id,nombre,descripcion,precio,categoria,u_por_caja,foto1,foto2,foto3
63336,"Arnes ""S""´´307B-15´´","1,5cm",2400,PASEOS PET-ONE,72,63336_1.jpg,,
63337,"Arnes ""M""´´307B-20´´",2cm,3400,PASEOS PET-ONE,72,63337_1.jpg,,
63338,"Arnes ""L""´´307B-25´´","2,5cm",4500,PASEOS PET-ONE,72,63338_1.jpg,,
63339,"Arnes Plus ""S""´´309B-15´´","1,5cm",2200,PASEOS PET-ONE,72,63339_1.jpg,,
63340,"Arnes Plus ""M""´´309B-20´´",2cm,3100,PASEOS PET-ONE,72,63340_1.jpg,,
63341,"Arnes Plus ""L""´´309B-25´´","2,5cm",4100,PASEOS PET-ONE,72,63341_1.jpg,,
63342,Correa Auto´´212B-20´´,2x30-50cm,2600,PASEOS PET-ONE,72,63342_1.jpg,,
63343,Correa Rayada Reflectiva´´L318-20120´´,2x120cm,1900,PASEOS PET-ONE,72,63343_1.jpg,,
63344,"Collar Huesos ""S""´´314B-15´´","1,5x35cm",1700,PASEOS PET-ONE,72,63344_1.jpg,,
63345,"Collar Huesos ""M""´´314B-20´´",2x44cm,2100,PASEOS PET-ONE,72,63345_1.jpg,,
63346,"Collar Huesos ""L""´´314B-25´´","2,5x55cm",2600,PASEOS PET-ONE,72,63346_1.jpg,,
63347,Correa Estampada´´217B-20120´´,2x120cm,2900,PASEOS PET-ONE,72,63347_1.jpg,,
63348,"Collar Estampado ""S""´´217C-15´´","1,5x35cm",1800,PASEOS PET-ONE,72,63348_1.jpg,,
63349,"Collar Estampado ""M""´´217C-20´´",2x44cm,2500,PASEOS PET-ONE,72,63349_1.jpg,,
63350,"Collar Estampado ""L""´´217C-25´´","2,5x50cm",3100,PASEOS PET-ONE,72,63350_1.jpg,,
63351,"Arnes Estampado ""S""´´217HB-15´´","1,5cm",2500,PASEOS PET-ONE,72,63351_1.jpg,,
63352,"Arnes Estampado ""M""´´217HB-20´´",2cm,3100,PASEOS PET-ONE,72,63352_1.jpg,,
63353,"Arnes Estampado ""L""´´217HB-25´´","2,5cm",3800,PASEOS PET-ONE,72,63353_1.jpg,,
63354,"Collar Reflectivo ""S""´´C388B-15´´","1,5cm",1300,PASEOS PET-ONE,72,63354_1.jpg,,
63355,"Collar Reflectivo ""M""´´C388B-20´´",2cm,1500,PASEOS PET-ONE,72,63355_1.jpg,,
63356,"Collar Reflectivo ""L""´´C388B-25´´","2,5cm",1700,PASEOS PET-ONE,72,63356_1.jpg,,
63357,"Arnes Reflectivo ""S""´´H388B-15´´","1,5cm",2200,PASEOS PET-ONE,72,63357_1.jpg,,
63358,"Arnes Reflectivo ""M""´´H388B-20´´",2cm,2700,PASEOS PET-ONE,72,63358_1.jpg,,
63359,"Arnes Reflectivo ""L""´´H388B-25´´","2,5cm",3500,PASEOS PET-ONE,72,63359_1.jpg,,
63360,Correa Reflectiva´´L388B-20120´´,2x120cm,2600,PASEOS PET-ONE,72,63360_1.jpg,,
63361,Cadena Con Mango de Cuero´´20N-2548´´,"2,5x120cm",3700,PASEOS PET-ONE,72,63361_1.jpg,,
63362,Cadena Con Mango de Tela´´21-2048´´,2x120cm,1600,PASEOS PET-ONE,72,63362_1.jpg,,
63363,"Collar Ahorque Simple ""S""´´38-2040´´",2mmx40cm,1100,PASEOS PET-ONE,72,63363_1.jpg,,
63364,"Collar Ahorque Simple ""M""´´38-2545´´","2,5mmx45cm",1200,PASEOS PET-ONE,72,63364_1.jpg,,
63365,"Collar Ahorque Simple ""L""´´38-3050´´","2,5mmx455cm",1500,PASEOS PET-ONE,72,63365_1.jpg,,
63366,Correa De Cuero´´1101-20120´´,2x120cm,13800,PASEOS PET-ONE,72,63366_1.jpg,,
63367,"Collar De Cuero ""S""´´1106-1538´´","1,5x38cm",5100,PASEOS PET-ONE,72,63367_1.jpg,,
63368,"Collar De Cuero ""M""´´1106-2045´´",2x45cm,7100,PASEOS PET-ONE,72,63368_1.jpg,,
63369,"Collar De Cuero ""L""´´1106-2550´´","2,5x50cm",9100,PASEOS PET-ONE,72,63369_1.jpg,,
63370,"Collar Con Puas ""S""´´157-3840´´","3,8x40cm",7300,PASEOS PET-ONE,72,63370_1.jpg,,
63371,"Collar Con Puas ""M""´´157-3849´´","3,8x49cm",8900,PASEOS PET-ONE,72,63371_1.jpg,,
63372,"Collar Con Puas ""L""´´157-3860´´","3,8x60cm",10600,PASEOS PET-ONE,72,63372_1.jpg,,
63373,"Correa Automatica ""L""´´5109M´´",5mts,7000,PASEOS PET-ONE,72,63373_1.jpg,,
63374,"Correa Automatica ""S""´´5109S´´",3mts,5400,PASEOS PET-ONE,72,63374_1.jpg,,
63375,Bozal Para Perros´´DZ02´´,,3200,PASEOS PET-ONE,72,63375_1.jpg,,
63376,Correa PVC ´´L445-19150´´,"1,9x150cm",8100,PASEOS PET-ONE,72,63376_1.jpg,,
63377,"Collar PVC ""S""´´C445-1920´´","1,9x20-30cm",3500,PASEOS PET-ONE,72,63377_1.jpg,,
63378,"Collar PVC ""M""´´C445-1930´´","1,9x30-40cm",3900,PASEOS PET-ONE,72,63378_1.jpg,,
63379,"Collar PVC ""L""´´C445-2540´´","2,5x40-50cm",4800,PASEOS PET-ONE,72,63379_1.jpg,,
63380,"Arnes PVC ""S""´´H445-1920´´",23-35x35-56cm,9300,PASEOS PET-ONE,72,63380_1.jpg,,
63381,"Arnes PVC ""M""´´H445-1930´´",30-46x46-71cm,10700,PASEOS PET-ONE,72,63381_1.jpg,,
63382,"Arnes PVC ""L""´´H445-2540´´",40-53x61-97cm,12800,PASEOS PET-ONE,72,63382_1.jpg,,
8502,COMEDERO HEAVY MEDIUM 11001M-B/P,16x16x5cm,2200,COMEDEROS IMPORTADOS,12,8502_1.jpg,,
8503,COMEDERO HEAVY LARGE 11001L-B/P,18x18x5cm,3000,COMEDEROS IMPORTADOS,12,8503_1.jpg,,
8516,COMEDERO SIMPLE SMALL 11027S-B/P,18x18x5cm,2200,COMEDEROS IMPORTADOS,12,8516_1.jpg,,
8517,COMEDERO SIMPLE MEDIUM 11027M-B/P,21x21x6cm,3000,COMEDEROS IMPORTADOS,12,8517_1.jpg,,
8518,COMEDERO SIMPLE LARGE 11027L-B/P,24x24x6cm,3600,COMEDEROS IMPORTADOS,12,8518_1.jpg,,
8945,Botella Portatil´´TDB6724M´´,25x7x6cm,2600,COMEDEROS IMPORTADOS,72,8945_1.jpg,,
8946,BOTELLA PREM PASEO F0235-S,20x8cm,16800,COMEDEROS IMPORTADOS,50,8946_1.jpg,,
8950,COMEDERO PLEGABLE F0294-M,15x15cm,7300,COMEDEROS IMPORTADOS,48,8950_1.jpg,,
8954,ComeLento ´´BP6410´´,20x20x6cm,3000,COMEDEROS IMPORTADOS,48,8954_1.jpg,,
63000,KE- 3202,8 Oz,1700,COMEDEROS IMPORTADOS,192,63000_1.jpg,,
63001,KE- 3203,16 Oz,2400,COMEDEROS IMPORTADOS,96,63001_1.jpg,,
63002,KE- 3205,32 Oz,3900,COMEDEROS IMPORTADOS,54,63002_1.jpg,,
63003,KE- 3206,64 Oz,5000,COMEDEROS IMPORTADOS,48,63003_1.jpg,,
63004,KE 3203H,16 Oz,2700,COMEDEROS IMPORTADOS,9,63004_1.jpg,,
63005,KE 3204H,24 Oz,3300,COMEDEROS IMPORTADOS,64,63005_1.jpg,,
63006,KE 3205H,32 Oz,4200,COMEDEROS IMPORTADOS,54,63006_1.jpg,,
63007,KE 3206H,64 OZ,5300,COMEDEROS IMPORTADOS,48,63007_1.jpg,,
63008,KE- 3202MD,8 Oz,2400,COMEDEROS IMPORTADOS,192,63008_1.jpg,,
63009,KE- 3203MD,16 Oz,3100,COMEDEROS IMPORTADOS,96,63009_1.jpg,,
63010,KE- 3205MD,32 Oz,4900,COMEDEROS IMPORTADOS,54,63010_1.jpg,,
63011,KE- 3206MD,64 Oz,6100,COMEDEROS IMPORTADOS,48,63011_1.jpg,,
63012,KE- 3202P,8 Oz,2400,COMEDEROS IMPORTADOS,192,63012_1.jpg,,
63013,KE- 3203P,16 Oz,3200,COMEDEROS IMPORTADOS,96,63013_1.jpg,,
63014,KE- 3205P,32 Oz,5000,COMEDEROS IMPORTADOS,54,63014_1.jpg,,
63015,KE- 3206P,64 Oz,6200,COMEDEROS IMPORTADOS,48,63015_1.jpg,,
63016,KE- 3202PI,8 Oz,2600,COMEDEROS IMPORTADOS,192,63016_1.jpg,,
63017,KE- 3203PI,16 Oz,3500,COMEDEROS IMPORTADOS,96,63017_1.jpg,,
63018,KE- 3205PI,32 Oz,5100,COMEDEROS IMPORTADOS,54,63018_1.jpg,,
63019,KE- 3206PI,64 Oz,6400,COMEDEROS IMPORTADOS,48,63019_1.jpg,,
63020,KE- 3202PS,8 Oz,2600,COMEDEROS IMPORTADOS,192,63020_1.jpg,,
63021,KE- 3203PS,16 Oz,3400,COMEDEROS IMPORTADOS,96,63021_1.jpg,,
63022,KE- 3205PS,32 Oz,5100,COMEDEROS IMPORTADOS,54,63022_1.jpg,,
63023,KE- 3206PS,64 Oz,6300,COMEDEROS IMPORTADOS,48,63023_1.jpg,,
63024,KE- 3202DS,8 Oz,2900,COMEDEROS IMPORTADOS,192,63024_1.jpg,,
63025,KE- 3203DS,16 Oz,3600,COMEDEROS IMPORTADOS,96,63025_1.jpg,,
63026,KE- 3205DS,32 Oz,5700,COMEDEROS IMPORTADOS,54,63026_1.jpg,,
63027,KE- 3206DS,64 Oz,7000,COMEDEROS IMPORTADOS,48,63027_1.jpg,,
63028,KE- 3202PD,8 Oz,2600,COMEDEROS IMPORTADOS,192,63028_1.jpg,,
63029,KE- 3203PD,16 Oz,3400,COMEDEROS IMPORTADOS,96,63029_1.jpg,,
63030,KE- 3205PD,32 Oz,5200,COMEDEROS IMPORTADOS,54,63030_1.jpg,,
63031,KE- 3206PD,64 Oz,6500,COMEDEROS IMPORTADOS,48,63031_1.jpg,,
63032,KE- 3273D,1 Qt,7000,COMEDEROS IMPORTADOS,48,63032_1.jpg,,
63033,KE- 3274D,2 Qt,9500,COMEDEROS IMPORTADOS,24,63033_1.jpg,,
63034,KE- 3275D,3 Qt,13100,COMEDEROS IMPORTADOS,24,63034_1.jpg,,
63035,KE 1300PSR,13cm,3900,COMEDEROS IMPORTADOS,108,63035_1.jpg,,
63036,KE 1600PSR,16cm,5200,COMEDEROS IMPORTADOS,72,63036_1.jpg,,
63037,KE 2000PSR,20cm,7500,COMEDEROS IMPORTADOS,36,63037_1.jpg,,
63038,KE 2300PSR,23cm,9400,COMEDEROS IMPORTADOS,24,63038_1.jpg,,
63039,KE 1300MD,13cm,2800,COMEDEROS IMPORTADOS,108,63039_1.jpg,,
63040,KE 1600MD,16cm,3900,COMEDEROS IMPORTADOS,72,63040_1.jpg,,
63041,KE 2000MD,20cm,5700,COMEDEROS IMPORTADOS,36,63041_1.jpg,,
63042,KE 2300MD,23cm,7000,COMEDEROS IMPORTADOS,24,63042_1.jpg,,
63043,KE 1300PD,13cm,3300,COMEDEROS IMPORTADOS,108,63043_1.jpg,,
63044,KE 1600PD,16cm,4400,COMEDEROS IMPORTADOS,72,63044_1.jpg,,
63045,KE 2000PD,20cm,6100,COMEDEROS IMPORTADOS,36,63045_1.jpg,,
63046,KE 2300PD,23cm,7400,COMEDEROS IMPORTADOS,24,63046_1.jpg,,
63047,KE 1300,13cm,2500,COMEDEROS IMPORTADOS,108,63047_1.jpg,,
63048,KE 1600,16cm,3400,COMEDEROS IMPORTADOS,72,63048_1.jpg,,
63049,KE 2000,20cm,5000,COMEDEROS IMPORTADOS,36,63049_1.jpg,,
63050,KE 2300,23cm,6200,COMEDEROS IMPORTADOS,24,63050_1.jpg,,
63051,KE 4802,16 Oz,3200,COMEDEROS IMPORTADOS,96,63051_1.jpg,,
63052,KE 4803,24 Oz,4100,COMEDEROS IMPORTADOS,64,63052_1.jpg,,
63053,KE 4804,32 Oz,5200,COMEDEROS IMPORTADOS,54,63053_1.jpg,,
63054,KE 4805,64 Oz,6700,COMEDEROS IMPORTADOS,48,63054_1.jpg,,
63055,KE 4806,96 Oz,8200,COMEDEROS IMPORTADOS,36,63055_1.jpg,,
63056,KE 3202S,8 Oz,2600,COMEDEROS IMPORTADOS,192,63056_1.jpg,,
63057,KE 3203S,16 Oz,3600,COMEDEROS IMPORTADOS,96,63057_1.jpg,,
63058,KE 3205S,32 Oz,5800,COMEDEROS IMPORTADOS,54,63058_1.jpg,,
63059,KE 3206S,64 Oz,7300,COMEDEROS IMPORTADOS,48,63059_1.jpg,,
63060,KE 1300R,13cm,4700,COMEDEROS IMPORTADOS,108,63060_1.jpg,,
63061,KE 1600R,16cm,6000,COMEDEROS IMPORTADOS,72,63061_1.jpg,,
63062,KE 2000R,20cm,9100,COMEDEROS IMPORTADOS,36,63062_1.jpg,,
63063,KE 2300R,23cm,11200,COMEDEROS IMPORTADOS,24,63063_1.jpg,,
63064,KE 3208A,16 Oz,6400,COMEDEROS IMPORTADOS,48,63064_1.jpg,,
63065,KE 3208B,32 Oz,7400,COMEDEROS IMPORTADOS,48,63065_1.jpg,,
63066,KE 3203FP,16 Oz,4400,COMEDEROS IMPORTADOS,96,63066_1.jpg,,
63067,KE 3204FP,24 Oz,5300,COMEDEROS IMPORTADOS,64,63067_1.jpg,,
63068,KE 3205FP,32 Oz,6700,COMEDEROS IMPORTADOS,54,63068_1.jpg,,
63069,KE 3206FP,64 Oz,8400,COMEDEROS IMPORTADOS,48,63069_1.jpg,,
63070,KE 4602DC,8 Oz,3400,COMEDEROS IMPORTADOS,192,63070_1.jpg,,
63071,KE 4603DC,16 Oz,4300,COMEDEROS IMPORTADOS,96,63071_1.jpg,,
63072,KE 4605DC,32 Oz,7100,COMEDEROS IMPORTADOS,54,63072_1.jpg,,
63073,KE 4606DC,64 Oz,8700,COMEDEROS IMPORTADOS,48,63073_1.jpg,,
63201,BEBEDERO ANTIDERRAME F0515,20x20x12cm,18100,COMEDEROS IMPORTADOS,,63201_1.jpg,,
63202,PLATO ALFOMBRA F0606-MR,20x20cm,6000,COMEDEROS IMPORTADOS,72,63202_1.jpg,,
63203,PALA COMEDERO PLEGABLE F0295,9x5x20cm,9300,COMEDEROS IMPORTADOS,,63203_1.jpg,,
63204,Botella 2 en 1´´67399A´´,20x8cm,9700,COMEDEROS IMPORTADOS,48,63204_1.jpg,,
63205,"Comedero Plastico ""L""´´BP141L´´",21x21x6cm,2000,COMEDEROS IMPORTADOS,48,63205_1.jpg,,
63206,"Comedero Plastico ""M""´´BP141M´´","18x17x5,5cm",1200,COMEDEROS IMPORTADOS,144,63206_1.jpg,,
63207,"Comedero Plastico ""S""´´BP141S´´","13,5x13,5x5cm",800,COMEDEROS IMPORTADOS,144,63207_1.jpg,,
63208,"Comedero Plastico Doble ""L""´´BP62030L´´","36,5x22,5x8cm",4500,COMEDEROS IMPORTADOS,72,63208_1.jpg,,
63209,"Comedero Plastico Doble ""M""´´BP62030M´´",33x20x7cm,3400,COMEDEROS IMPORTADOS,72,63209_1.jpg,,
63210,"Comedero Plastico Doble ""S""´´BP62030S´´","28,5x17,5x4cm",2400,COMEDEROS IMPORTADOS,72,63210_1.jpg,,
63211,Comedero Plastico Antideslizante´´BP62031´´,21x21x6cm,2300,COMEDEROS IMPORTADOS,72,63211_1.jpg,,
8615,PALA METALICA,30x10cm,6600,HIGIENE PET-ONE,12,8615_1.jpg,,
8835,PEINE ML336,20x3cm,4400,HIGIENE PET-ONE,12,8835_1.jpg,,
8836,PEINE ML336-2,20x3cm,4400,HIGIENE PET-ONE,12,8836_1.jpg,,
8838,PEINE ML9645P,20x3cm,4400,HIGIENE PET-ONE,12,8838_1.jpg,,
8840,PEINE ML9629P,20x3cm,4400,HIGIENE PET-ONE,12,8840_1.jpg,,
8842,PEINE ML9620P,20x3cm,4400,HIGIENE PET-ONE,12,8842_1.jpg,,
8848,PEINE G336,20x3cm,4400,HIGIENE PET-ONE,12,8848_1.jpg,,
8940,Guante Sacapelo´´T3526L´´,20x10cm,3100,HIGIENE PET-ONE,6,8940_1.jpg,,
8941,"Corta Uñas Profesional ""L""´´NC3345S´´",12x6cm,2300,HIGIENE PET-ONE,60,8941_1.jpg,,
8942,Recoge Facil´´PS6659´´,30x45cm,10700,HIGIENE PET-ONE,24,8942_1.jpg,,
8951,"Limpia Patas ""S""´´DFW01S´´","8,5x11cm",4300,HIGIENE PET-ONE,50,8951_1.jpg,,
8953,"Limpia Patas ""L""´´DFW01L´´","9,5x15cm",6000,HIGIENE PET-ONE,50,8953_1.jpg,,
8968,Cepillo Sacapelo Con Base Autolimpiante´´PHR-21L´´,25x6cm,5900,HIGIENE PET-ONE,50,8968_1.jpg,,
8969,Cepillo a vapor´´B1678´´,12x6cm,3800,HIGIENE PET-ONE,50,8969_1.jpg,,
8970,Cardina con expulsor´´B674B´´,20x9cm,3700,HIGIENE PET-ONE,60,8970_1.jpg,,
63601,Rodillo Sacapelo´´PHR-03C´´,19cm,2900,HIGIENE PET-ONE,120,63601_1.jpg,,
63602,Cepillo a vapor con mango´´B1679´´,12x6cm,2900,HIGIENE PET-ONE,42,63602_1.jpg,,
63603,"Cardina ""S""´´B11502´´",12x9cm,1700,HIGIENE PET-ONE,72,63603_1.jpg,,
63604,"Cardina ""L""´´B11504´´",13x12cm,3200,HIGIENE PET-ONE,72,63604_1.jpg,,
63605,Cepillo Doble ´´B27427´´,18x5cm,3400,HIGIENE PET-ONE,72,63605_1.jpg,,
63606,Cepillo ´´B27428´´,22x6cm,2700,HIGIENE PET-ONE,72,63606_1.jpg,,
63607,Cepillo Shampoo Masajeador ´´B671´´,8x8cm,2200,HIGIENE PET-ONE,72,63607_1.jpg,,
63608,Cepillo de dedo´´B751´´,,1200,HIGIENE PET-ONE,72,63608_1.jpg,,
63609,Set Limpia Dientes´´B754´´,,2500,HIGIENE PET-ONE,72,63609_1.jpg,,
63610,CEPILLO DOBLE PARA PERRO E0029,18x5cm,4600,HIGIENE PET-ONE,72,63610_1.jpg,,
63611,CARDINA VM-E0034,"15x11,5cm",4400,HIGIENE PET-ONE,72,63611_1.jpg,,
63612,"Corta Uñas Profesional ""S""´´NC3345M´´",12x4cm,3000,HIGIENE PET-ONE,72,63612_1.jpg,,
63613,TIJERA L VM-E0025,10x6cm,4100,HIGIENE PET-ONE,72,63613_1.jpg,,
63614,TIJERA S E0026,14x7cm,2800,HIGIENE PET-ONE,72,63614_1.jpg,,
63615,Set Corta Uñas´´GS301L´´,,4000,HIGIENE PET-ONE,72,63615_1.jpg,,
63616,ALFOMBRA HUELLA IN-F0055,43x57cm,10300,HIGIENE PET-ONE,30,63616_1.jpg,,
63617,Alfombra Comedero´´PLP2317´´,20x20cm,5100,HIGIENE PET-ONE,72,63617_1.jpg,,
63619,Manopla Sacapelo´´T3302´´,9x13cm,2800,HIGIENE PET-ONE,72,63619_1.jpg,,
63640,Cepillo Antinudos´´B601´´,23x6cm,4100,HIGIENE PET-ONE,72,63640_1.jpg,,
63641,Porta Bolsas´´66131´´,,2300,HIGIENE PET-ONE,72,63641_1.jpg,,
63642,Bolsas Sanitarias ´´6610-20E´´,,1400,HIGIENE PET-ONE,72,63642_1.jpg,,
63643,Kit Paseo Higienico´´6613B´´,,1900,HIGIENE PET-ONE,72,63643_1.jpg,,
63644,Repuesto Rodillo Sacapelo´´PHR-00´´,4cm,1200,HIGIENE PET-ONE,240,63644_1.jpg,,
63645,Pala Dosificadora ´´FS6006´´,,1500,HIGIENE PET-ONE,72,63645_1.jpg,,
